KODE,NAMA BAHAN,BERAT STANDAR,BDD,AIR,ENERGI,PROTEIN,LEMAK,KH,SERAT,ABU,KALSIUM,FOSFOR,BESI,NATRIUM,KALIUM,TEMBAGA,SENG,RETINOL,BKAR,KARTOTAL,THIAMIN,RIBOFLAVIN,NIASIN,VIT_C,HARGA PER-BERAT STANDAR
AP043,Dodol bali,100.0,100.0,26.5,298.0,3.7,2.1,65.9,0.4,1.8,70.0,76.0,2.5,,,,,0.0,0.0,496.0,0.3,,2.5,0.0,0
CP023,Dodol banjarmasin,100.0,100.0,17.3,368.0,2.6,8.6,70.0,0.5,1.5,51.0,180.0,3.3,48.0,96.0,0.4,2.6,0.0,0.0,0.0,0.0,0.1,2.3,0.0,0
AP044,Dodol galamai,100.0,100.0,16.5,348.0,0.4,3.8,76.1,0.5,1.2,41.0,144.0,2.6,38.0,76.0,0.3,2.1,0.0,0.0,0.0,0.0,0.1,1.8,0.0,0
AP045,Dodol kedondong,100.0,100.0,26.4,331.0,1.9,7.6,63.8,1.0,0.4,90.0,55.0,2.3,,,,,0.0,,408.0,0.1,,0.8,5.0,0
AP046,Dodol manado,100.0,100.0,26.1,373.0,4.3,16.5,51.9,0.4,1.2,41.0,142.0,2.4,35.0,72.0,0.3,2.1,0.0,0.0,0.0,0.0,0.1,2.1,0.0,0
EP002,Dodol nanas,100.0,100.0,16.1,338.0,1.5,1.2,80.3,,0.9,,,,,,,,,,,0.3,,,8.0,0
FR017,"Domba, daging, kurus, segar",100.0,100.0,66.3,202.0,17.1,14.8,0.0,0.0,1.8,10.0,191.0,2.6,90.0,355.0,0.1,2.8,0.0,0.0,,0.2,0.3,5.7,0.0,0
FR016,"Domba, daging, gemuk, segar",100.0,100.0,55.8,317.0,15.7,27.7,0.0,0.0,0.8,9.0,157.0,2.4,64.0,242.1,0.1,3.7,0.0,0.0,,0.1,0.2,6.5,0.0,0
FR018,"Domba, ginjal, segar",100.0,100.0,77.8,100.0,16.6,3.3,1.0,0.0,1.3,13.0,237.0,9.2,155.0,276.0,0.5,2.4,348.0,515.0,,0.5,2.4,7.5,13.0,0
ER022,"Duku, segar",100.0,64.0,82.0,63.0,1.0,0.2,16.1,4.3,0.7,18.0,9.0,0.9,2.0,149.0,0.1,0.2,,0.0,0.0,0.1,0.2,1.5,9.0,0
ER023,"Durian, segar",100.0,22.0,65.0,134.0,2.5,3.0,28.0,3.5,8.0,7.0,44.0,1.3,1.0,601.0,0.1,0.3,,146.0,175.0,0.1,0.2,136.5,53.0,0
ER024,"Duwet, segar",100.0,67.0,80.2,80.0,0.5,0.6,18.2,0.9,0.5,33.0,138.0,1.3,16.0,92.7,191.3,0.3,0.0,329.0,0.0,0.0,0.0,2.5,130.0,0
DR082,"Eceng, segar",100.0,70.0,93.0,19.0,1.0,0.2,3.8,1.8,2.0,80.0,45.0,3.7,45.0,634.1,,,,7.0,1000.0,0.1,0.1,0.7,50.0,0
ER025,"Embacang, segar",100.0,65.0,72.5,98.0,1.4,0.2,25.4,1.9,0.5,21.0,15.0,0.5,3.0,250.9,0.1,0.1,,2533.0,1218.0,0.0,0.1,0.7,56.0,0
FP046,"Empal (daging) Goreng, masakan",100.0,100.0,43.9,248.0,36.2,6.9,10.1,,2.0,131.0,235.0,6.4,848.0,,,,112.0,,620.0,0.6,,,0.0,0
CP024,Emping (kerupuk melinjo),100.0,100.0,13.0,345.0,12.0,1.5,71.5,,28.0,100.0,400.0,5.0,,,,,,,,0.2,,,0.0,0
AP047,Emping beras,100.0,100.0,13.6,403.0,10.6,2.2,85.3,0.2,1.9,11.0,240.0,0.3,1.0,113.0,0.3,2.4,,,0.0,0.0,0.2,,0.0,0
CP025,Emping komak,100.0,100.0,14.2,355.0,17.8,4.6,60.7,,2.7,87.0,304.0,4.3,24.0,1233.0,1.0,2.3,,0.0,,,,0.6,,0
ER026,"Encung asam, segar",100.0,98.0,73.0,122.0,3.5,4.5,17.5,9.3,1.5,63.0,69.0,3.2,,,,,0.0,,2357.0,0.0,,,0.0,0
CP026,Enting-enting gepuk hello kity,100.0,100.0,2.4,538.0,13.6,30.3,52.6,0.2,1.0,81.0,248.0,1.6,,,,,0.0,,202.0,1.0,,,0.0,0
CP027,Enting-enting gepuk kacang tanah,100.0,100.0,4.2,524.0,13.3,29.2,52.0,0.2,1.4,76.0,248.0,1.4,,,,,0.0,,272.0,0.6,,,0.0,0
CP028,Enting-enting wijen,100.0,100.0,3.7,565.0,18.2,38.4,36.8,1.9,3.0,251.0,502.0,10.9,,,,,0.0,,240.0,0.9,,,0.0,0
ER027,"Erbis, segar",100.0,33.0,80.0,70.0,0.6,0.0,18.9,7.7,0.5,11.0,50.0,1.1,21.0,257.1,0.1,0.1,,549.0,10.0,0.0,0.1,1.1,16.0,0
JP001,Es krim,100.0,100.0,62.1,210.0,4.0,12.5,20.6,0.0,0.8,123.0,99.0,0.1,78.0,193.4,0.0,0.7,158.0,0.0,,0.0,0.2,0.1,1.0,0
GP061,Fillet o-fish,100.0,100.0,51.0,270.0,12.3,15.9,19.3,0.2,1.5,239.0,272.0,1.8,439.0,,,,34.0,,580.0,0.6,,,0.0,0
BR007,"Gadeng/Gadung, kering",100.0,100.0,20.2,322.0,2.4,0.6,76.6,,0.2,39.0,22.0,2.2,5.0,2.0,0.5,0.2,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0
DP031,Gado-gado,100.0,100.0,68.5,137.0,6.1,3.2,21.0,1.1,1.5,301.0,135.0,7.5,,,,,3.0,,5929.0,0.1,,,1.0,0
BP006,"Gadung, ubi, kukus",100.0,100.0,77.4,88.0,0.6,0.3,20.9,0.9,0.8,26.0,47.0,0.4,6.0,584.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0
BR008,"Gadung, ubi, segar",100.0,85.0,74.4,100.0,0.9,0.3,23.5,2.1,0.9,79.0,66.0,0.9,8.0,687.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.5,2.0,0
DR083,"Gambas (oyong), segar",100.0,85.0,94.5,19.0,0.8,0.2,4.1,1.3,0.4,19.0,33.0,0.9,23.0,109.1,0.0,0.1,,17.0,380.0,0.0,0.0,0.4,8.0,0
ER028,Gandaria masak,100.0,70.0,80.8,68.0,0.7,0.1,18.0,2.2,0.4,9.0,20.0,1.0,3.0,129.0,,,,329.0,1020.0,0.0,0.1,0.7,111.0,0
BP007,"Ganyong, rebus",100.0,100.0,74.1,100.0,0.8,0.2,23.8,0.9,1.1,15.0,65.0,0.9,,,,,0.0,0.0,0.0,0.0,,,6.0,0
BR009,"Ganyong, segar",100.0,65.0,79.9,77.0,0.6,0.2,18.4,0.8,0.9,15.0,67.0,1.0,,,,,0.0,0.0,0.0,0.1,,,9.0,0
ER029,"Gatep, segar",100.0,100.0,52.7,191.0,4.5,1.5,39.7,13.4,1.6,186.0,69.0,3.2,17.0,403.3,0.7,1.3,,51.0,,0.1,0.2,1.8,,0
BP026,Gatot,100.0,100.0,12.8,347.0,1.3,0.7,83.8,5.8,1.4,78.0,44.0,17.1,28.0,242.0,0.2,0.7,,0.0,0.0,0.0,0.1,0.4,0.0,0
BP027,Geblek,100.0,100.0,52.1,195.0,0.4,1.7,44.4,3.6,1.4,35.0,13.0,0.6,353.0,125.0,0.3,0.3,,0.0,0.3,0.0,0.0,0.1,0.0,0
BR010,"Gembili, ubi, segar",100.0,85.0,66.4,131.0,1.1,0.2,31.3,1.1,1.0,14.0,56.0,0.6,10.0,200.0,0.2,0.3,0.0,0.0,0.0,0.1,0.0,0.9,4.0,0
AP048,Gemblong,100.0,100.0,36.2,274.0,1.7,5.4,55.5,2.2,1.2,69.0,55.0,3.3,,,,,0.0,0.0,0.0,0.0,,,0.0,0
AP049,Gendar goreng,100.0,100.0,30.4,407.0,6.4,28.2,32.0,0.1,3.0,216.0,62.0,1.6,,,,,0.0,,184.0,0.2,0.0,0.6,0.0,0
DR084,"Genjer, segar",100.0,70.0,90.0,35.0,1.7,0.2,7.7,2.5,0.4,62.0,33.0,2.1,64.0,905.8,,,,,3800.0,0.1,0.1,1.1,54.0,0
CP029,Geplak,100.0,100.0,29.6,350.0,1.4,14.4,53.6,1.8,1.0,151.0,43.0,2.1,,,,,0.0,,120.0,0.1,0.0,0.8,0.0,0
CP030,Geplak jahe,100.0,100.0,12.4,462.0,3.1,24.4,57.7,3.3,2.5,212.0,161.0,6.6,,,,,0.0,,272.0,0.1,0.0,0.1,0.0,0
GP062,"Gete kuah asam, masakan",100.0,100.0,80.1,75.0,8.2,2.0,6.0,,3.8,1620.0,880.0,0.8,260.0,150.0,0.1,1.5,,,,,,0.1,,0
BP028,Getuk goreng,100.0,100.0,16.5,360.0,1.3,6.4,74.3,0.8,1.5,59.0,81.0,3.2,,,,,0.0,0.0,0.0,0.2,,0.1,0.0,0
EP003,Getuk pisang,100.0,100.0,63.7,144.0,1.1,0.4,34.1,0.4,0.7,48.0,32.0,1.0,,,,,,,1240.0,0.6,,,0.0,0
BP029,Getuk singkong,100.0,100.0,49.8,204.0,0.5,1.4,47.4,0.8,1.1,97.0,52.0,1.5,,,,,0.0,,208.0,0.1,,0.1,0.0,0
DP032,"Gudeg, sayur",100.0,100.0,69.2,160.0,3.3,9.2,16.0,2.3,2.1,62.0,55.0,12.8,,,,,0.0,,166.0,0.2,,,0.0,0
MP005,Gula aren,100.0,100.0,7.0,368.0,0.0,0.0,92.0,0.0,1.0,75.0,35.0,3.0,15.0,390.4,0.0,26.4,0.0,0.0,,0.0,0.0,0.5,0.0,0
MP006,Gula kelapa,100.0,100.0,10.0,386.0,3.0,10.0,76.0,0.0,1.0,76.0,37.0,2.6,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3,0.5,0.0,0
MP007,Gula putih,100.0,100.0,5.4,394.0,0.0,0.0,94.0,0.0,0.6,5.0,1.0,0.1,1.0,4.8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
GP063,"Gulai asam keueung, masakan",100.0,100.0,86.0,52.0,10.0,0.5,1.8,,1.7,62.0,102.0,0.3,332.0,141.0,0.0,1.0,,,,0.2,0.3,,,0
GP064,"Gulai ikan paya, masakan",100.0,100.0,72.1,148.0,10.0,9.8,5.0,,3.1,103.0,82.0,0.7,525.0,256.0,0.1,0.9,,,,0.3,0.0,,,0
GP065,"Gulai ikan, masakan",100.0,100.0,75.7,106.0,16.5,3.3,2.5,,2.0,306.0,196.0,4.8,743.0,,,,86.0,,2760.0,0.3,,,0.0,0
FP047,Gulai kambing,100.0,100.0,78.4,126.0,4.2,9.4,6.2,,1.8,45.0,73.0,1.3,302.0,138.0,0.2,1.1,151.0,,,0.1,0.0,,,0
GP066,"Gulai keumamah, masakan",100.0,100.0,81.4,110.0,5.9,8.2,3.2,,1.3,32.0,96.0,1.0,335.0,121.0,0.2,0.9,,,,0.3,0.0,,,0
DP033,Gulai pakis,100.0,100.0,76.1,143.0,4.0,11.4,6.0,1.4,2.6,548.0,124.0,1.7,,,,,11.0,,9802.0,0.4,,,1.0,0
DP034,Gulai pliek,100.0,100.0,71.9,176.0,7.3,14.9,3.2,,2.7,39.0,54.0,1.4,257.0,285.0,0.3,0.6,,,,,,,,0
GP067,"Gulai tiram, masakan",100.0,100.0,73.1,132.0,9.0,7.2,7.8,,2.9,53.0,134.0,3.7,285.0,133.0,1.1,0.7,389.0,,,0.3,0.1,,,0
GP068,"Gurame asem manis, masakan",100.0,100.0,63.1,192.0,12.7,10.1,12.7,0.0,2.4,283.0,169.0,1.1,,,,,19.0,,1440.0,0.1,,,0.0,0
BP030,Gurandil,100.0,100.0,47.5,218.0,0.5,2.5,48.5,3.1,1.0,50.0,25.0,2.8,,,,,,,0.0,0.2,,,0.0,0
FP005,Ham,100.0,100.0,42.0,384.0,16.9,35.0,0.3,0.0,5.8,10.0,136.0,2.5,112.0,819.3,0.1,0.4,0.0,,,0.7,1.0,9.7,0.0,0
JP002,Hangop,100.0,100.0,84.0,65.0,10.0,1.0,3.5,0.0,1.5,180.0,190.0,0.2,126.0,374.4,0.0,,,22.0,,0.0,0.4,0.2,,0
BR011,"Hofa/Ubi hutan, segar",100.0,85.0,67.9,127.0,1.2,0.5,29.5,3.4,0.9,30.0,8.0,0.7,3.0,4.0,0.1,0.2,0.0,0.0,0.0,0.3,0.1,0.6,0.0,0
GP069,"Ikan asar merah, masakan",100.0,100.0,69.2,146.0,17.7,5.9,5.6,,1.6,100.0,240.0,4.0,170.0,310.0,0.3,1.4,224.0,0.0,,,,,,0
GP004,"Ikan asin, kering",100.0,70.0,40.0,193.0,42.0,1.5,0.0,0.0,16.5,200.0,300.0,0.0,,,,,,,,0.0,,,0.0,0
GR004,"Ikan bader, segar",100.0,100.0,66.0,193.0,19.0,13.0,0.0,0.0,2.0,48.0,150.0,0.4,118.0,264.9,0.1,0.2,45.0,0.0,,0.0,0.1,4.1,0.0,0
GR005,"Ikan balong, segar",100.0,100.0,76.5,107.0,16.5,3.9,1.5,0.0,1.5,54.0,202.0,2.0,86.0,253.4,0.5,1.0,25.0,0.0,0.0,0.1,0.1,2.5,0.0,0
GR006,"Ikan bambangan, segar",100.0,100.0,73.7,112.0,20.0,1.3,3.7,0.0,1.3,98.0,120.0,3.0,148.0,258.7,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0
GP005,"Ikan bandeng presto, masakan",100.0,100.0,45.3,296.0,17.1,20.3,11.3,0.0,6.0,1422.0,659.0,1.9,,,,,6.0,0.0,400.0,0.1,,,69.0,0
GR007,"Ikan bandeng, segar",100.0,100.0,74.0,123.0,20.0,4.8,0.0,0.0,1.2,20.0,150.0,2.0,67.0,271.1,0.0,0.9,45.0,21.0,,0.1,0.1,6.0,0.0,0
GR008,"Ikan banjar, segar",100.0,100.0,73.5,111.0,19.4,0.9,4.8,0.0,1.4,68.0,278.0,7.3,99.0,338.7,0.2,0.6,0.0,62.0,0.0,0.0,0.2,7.3,0.0,0
GR009,"Ikan baronang, segar",100.0,100.0,80.0,78.0,14.5,0.6,3.7,0.0,1.2,26.0,521.0,3.8,26.0,692.0,4.7,4.1,732.0,0.0,,0.2,0.0,3.0,0.0,0
GR010,"Ikan batung, segar",100.0,100.0,75.7,115.0,14.5,4.6,4.2,0.0,1.1,,207.0,0.0,42.0,361.0,0.2,0.9,,0.0,,1.2,0.0,1.1,,0
GP006,Ikan baung bakar,100.0,100.0,69.8,144.0,17.8,5.8,5.2,,1.4,18.0,169.0,0.0,168.0,236.0,0.1,0.7,,,,0.0,0.0,1.3,,0
GR011,"Ikan baung, segar",100.0,100.0,74.9,123.0,15.1,5.5,3.3,0.0,1.2,5.0,146.0,1.3,32.0,349.0,0.1,0.7,,0.0,,0.2,0.0,1.2,,0
GR012,"Ikan bawal, segar",100.0,100.0,78.0,91.0,19.0,1.7,0.0,0.0,1.3,20.0,150.0,2.0,129.0,233.3,0.1,0.3,45.0,0.0,,0.1,0.1,1.8,0.0,0
GP007,Ikan Belida bakar,100.0,100.0,68.2,128.0,18.0,3.0,7.2,0.0,3.6,58.0,134.0,0.0,293.0,198.0,0.1,0.4,,0.0,,1.8,0.2,1.5,,0
GR013,"Ikan Belida, segar",100.0,100.0,79.2,80.0,14.7,1.4,2.2,0.0,2.3,303.0,315.0,1.3,41.0,356.0,0.0,0.8,,0.0,,1.2,0.1,1.4,,0
GR014,"Ikan beunteur, segar",100.0,100.0,70.0,109.0,17.0,4.0,0.0,0.0,9.0,500.0,500.0,1.0,109.0,323.5,0.6,1.3,45.0,,,0.1,0.1,2.6,0.0,0
GR015,"Ikan biawan, segar",100.0,100.0,79.1,90.0,14.9,2.5,2.1,0.0,1.4,125.0,265.0,1.0,35.0,207.0,0.4,0.6,,,,0.4,0.0,2.9,,0
GR016,"Ikan bili, segar",100.0,100.0,68.3,88.0,14.2,0.7,6.2,0.0,10.6,27.0,1760.0,1.5,217.0,202.0,0.0,4.1,,0.0,,0.7,0.1,2.7,,0
GR017,"Ikan bubara, segar",100.0,100.0,75.5,100.0,14.7,2.4,4.9,,1.6,90.0,90.0,0.4,390.0,390.0,0.7,0.8,,,,,,,,0
GR018,"Ikan bulan-bulan, segar",100.0,100.0,66.7,134.0,25.5,1.3,5.0,,1.5,29.0,29.0,0.5,197.0,489.0,0.1,0.5,,,,0.3,0.0,0.8,,0
GP008,"Ikan cakalang asap, mentah",100.0,70.0,56.9,204.0,34.2,5.6,1.9,,1.4,14.0,399.0,1.3,176.0,588.0,0.3,0.7,1546.0,,,0.5,0.1,,,0
GP009,"Ikan cakalang asin, mentah",100.0,70.0,41.7,198.0,36.5,2.2,5.5,0.0,14.1,236.0,346.0,3.7,4304.0,302.1,,,0.0,,0.0,0.1,,,0.0,0
GR020,"Ikan cakalang, hati, segar",100.0,100.0,73.4,120.0,11.3,3.9,10.0,,1.4,30.0,30.0,0.9,420.0,280.0,1.6,4.3,,,,,,0.2,,0
GR022,"Ikan cakalang, perut, segar",100.0,100.0,79.1,86.0,10.2,1.1,8.7,,0.9,20.0,110.0,2.1,230.0,210.0,0.3,9.3,,,,0.2,,0.3,,0
GR019,"Ikan cakalang, segar",100.0,100.0,73.0,107.0,19.6,0.7,5.5,0.0,1.2,23.0,242.0,2.9,66.0,239.0,0.2,0.6,386.0,0.0,,0.2,0.1,21.7,0.0,0
GR021,"Ikan cakalang, jantung, segar",100.0,100.0,76.3,116.0,11.2,1.2,10.2,,1.1,10.0,40.0,3.4,360.0,250.0,0.5,1.9,908.0,,,,,0.1,0.0,0
GP010,"Ikan calo/ peda, mentah",100.0,100.0,71.3,81.0,11.4,1.9,3.8,0.0,11.6,743.0,174.0,22.6,,,,,15.0,,0.0,0.0,,,0.0,0
GR023,"Ikan daun, segar",100.0,100.0,78.6,101.0,11.5,4.1,4.6,0.0,1.2,80.0,210.0,0.8,120.0,270.0,0.1,0.9,0.0,,,0.1,0.1,0.1,0.0,0
GR024,"Ikan ekor kuning, segar",100.0,100.0,74.1,108.0,22.3,1.2,2.1,0.0,0.3,30.0,220.0,0.5,50.0,230.0,0.1,0.6,40.0,29.0,,0.0,0.1,0.2,,0
GP011,"Ikan Gabus asap, mentah",100.0,80.0,26.4,261.0,38.1,2.3,21.9,0.0,11.3,2510.0,1840.0,2.9,320.0,410.0,0.4,0.8,114.0,,,0.1,0.1,14.5,,0
GP012,"Ikan Gabus, kering",100.0,80.0,24.0,268.0,58.0,4.0,0.0,0.0,14.0,15.0,100.0,0.1,,,,,30.0,,,0.1,,,0.0,0
GR025,"Ikan gabus, segar",100.0,100.0,79.6,80.0,16.2,0.5,2.6,0.0,1.1,170.0,139.0,0.1,65.0,254.0,0.3,0.4,335.0,,,0.4,0.2,0.1,,0
GP013,"Ikan gete, goreng",100.0,100.0,44.7,267.0,23.1,19.4,0.2,,12.6,2340.0,1240.0,0.8,590.0,440.0,0.1,1.9,,,,,,0.2,,0
GR026,"Ikan heu, segar",100.0,100.0,75.6,81.0,10.0,1.6,6.6,,6.2,1910.0,990.0,2.1,240.0,210.0,0.1,2.7,,,,0.9,,0.2,,0
GR027,"Ikan hitam, segar",100.0,100.0,78.2,101.0,10.3,3.7,6.7,0.0,1.1,50.0,140.0,0.4,70.0,210.0,,0.4,67.0,,,0.0,0.1,0.1,,0
GP014,"Ikan hiu, kering",100.0,100.0,23.1,298.0,46.3,3.6,20.2,,6.8,335.0,846.0,2.5,957.0,1457.0,0.5,2.0,661.0,,,0.8,0.1,22.5,,0
GR028,"Ikan hiu, segar",100.0,100.0,85.7,57.0,10.7,0.3,2.2,0.0,1.1,75.0,206.0,2.0,,,0.0,,,,0.0,0.1,,,0.0,0
GR029,"Ikan kacangan, segar",100.0,100.0,80.7,77.0,15.6,0.9,1.6,0.0,1.2,94.0,170.0,1.7,,,,,18.0,,0.0,0.1,,,0.0,0
GR030,"Ikan kakap, segar",100.0,100.0,77.0,92.0,20.0,0.7,0.0,0.0,2.3,20.0,200.0,1.0,,,,,9.0,,,0.1,,,0.0,0
GR031,"Ikan kakatua, segar",100.0,100.0,79.7,82.0,11.4,1.2,6.4,,1.3,20.0,160.0,0.4,90.0,300.0,0.1,0.3,18.0,,,,,0.2,,0
GR032,"Ikan kalaban, segar",100.0,100.0,80.3,77.0,16.4,0.7,1.3,0.0,1.3,182.0,248.0,0.9,40.0,334.0,0.7,0.8,,,,0.2,0.2,1.9,,0
GR033,"Ikan kamera (kakap merah), segar",100.0,100.0,78.5,86.0,19.7,0.8,0.0,0.0,1.3,50.0,170.0,0.3,90.0,290.0,0.3,0.1,26.0,,,,0.1,0.1,,0
GR034,"Ikan kapar, segar",100.0,100.0,74.2,132.0,17.0,6.7,0.8,0.0,1.3,151.0,272.0,1.2,78.0,229.0,0.9,0.7,,,,0.1,0.0,,,0
GP015,"Ikan katombo, asin",100.0,70.0,44.7,162.0,31.7,2.8,0.3,0.0,15.5,279.0,609.0,4.6,4393.0,342.2,2.8,,0.0,,0.0,0.1,,,0.0,0
GR035,"Ikan kawalinya, segar",100.0,100.0,76.1,110.0,12.6,4.2,5.4,,1.7,80.0,300.0,1.5,340.0,300.0,0.2,1.4,146.0,,,,,0.2,,0
GP016,"Ikan kayu, kering",100.0,100.0,23.1,302.0,70.7,1.9,0.4,0.0,3.9,313.0,22.0,4.1,345.0,1045.0,,1.8,,,,1.4,0.0,20.0,,0
GR036,"Ikan keru-keru, segar",100.0,55.0,77.2,93.0,16.5,2.1,0.8,0.0,3.4,65.0,217.0,2.4,137.0,255.3,0.3,0.7,0.0,,0.0,0.0,0.1,1.6,0.0,0
GR037,"Ikan kima, segar",100.0,100.0,82.1,70.0,10.8,0.7,5.2,,1.2,53.0,72.0,2.0,342.0,101.0,0.5,0.5,401.0,,,0.2,0.1,5.8,,0
GP017,Ikan Lais bakar,100.0,100.0,69.4,147.0,17.5,6.5,5.4,,1.2,54.0,194.0,0.1,142.0,209.0,,0.5,,,,,,,,0
GR038,"Ikan lais, segar",100.0,62.0,65.0,161.0,11.9,11.5,2.4,0.0,9.2,70.0,237.0,0.0,,,,,0.0,,0.0,0.1,,,0.0,0
GR039,"Ikan layang, segar",100.0,80.0,74.0,109.0,22.0,1.7,0.0,0.0,2.3,50.0,150.0,2.0,,,,,45.0,0.0,,0.1,,,0.0,0
GR040,"Ikan layur, segar",100.0,49.0,80.1,82.0,18.0,1.0,0.4,0.0,0.5,48.0,229.0,2.2,,,,,4.0,,0.0,0.0,,,0.0,0
GR041,"Ikan lehoma, segar",100.0,100.0,77.6,90.0,20.4,0.9,0.0,,1.1,88.0,270.0,0.7,56.0,281.0,0.3,0.9,1047.0,,,0.3,0.0,0.2,,0
GR042,"Ikan lemuru, segar",100.0,80.0,76.0,112.0,20.0,3.0,0.0,0.0,1.0,20.0,100.0,1.0,,,,,30.0,0.0,,0.1,,,0.0,0
GR043,"Ikan lidah, segar",100.0,100.0,78.3,104.0,15.6,3.2,2.0,0.0,0.9,30.0,143.0,2.0,,,,,33.0,,0.0,0.0,,,0.0,0
GP018,"Ikan lomak asin, mentah",100.0,100.0,21.6,258.0,40.3,2.3,18.9,0.0,16.9,140.0,279.0,2.3,6227.0,485.1,2.3,,,,,0.1,0.3,6.0,,0
GR044,"Ikan malalugis, segar",100.0,100.0,75.6,99.0,20.6,1.4,0.9,,1.5,164.0,330.0,0.5,76.0,282.0,0.2,0.9,661.0,,,0.3,0.0,0.5,,0
GR045,"Ikan mamar merah, segar",100.0,100.0,75.0,115.0,15.3,4.0,4.4,0.0,1.3,60.0,190.0,1.6,120.0,240.0,0.2,1.0,,,,0.2,0.1,0.1,,0
GP019,Ikan Mas pepes,100.0,100.0,57.5,209.0,15.2,11.3,11.8,0.5,4.3,686.0,530.0,6.1,74.0,276.7,0.1,1.9,3.0,,315.0,0.1,0.1,2.4,0.0,0
GR046,"Ikan mas, segar",100.0,80.0,80.0,86.0,16.0,2.0,0.0,0.0,2.0,20.0,150.0,2.0,65.0,276.7,0.1,1.1,45.0,8.0,,0.1,0.1,2.6,0.0,0
GR047,"Ikan mayong, segar",100.0,89.0,78.2,97.0,17.9,2.0,0.4,0.0,1.5,40.0,100.0,2.5,,,,,21.0,,0.0,0.1,,,0.0,0
GP020,Ikan mujahir goreng,100.0,100.0,44.7,416.0,46.9,23.9,0.0,0.0,2.2,346.0,654.0,0.9,54.0,278.9,0.0,0.2,12.0,3.0,8.0,0.1,0.1,2.2,0.0,0
GP021,Ikan Mujahir pepes,100.0,100.0,73.7,121.0,21.7,2.8,0.8,0.0,1.0,83.0,248.0,1.6,58.0,265.8,0.0,0.3,8.0,,6.0,0.0,0.1,1.9,0.0,0
GR048,"Ikan mujahir, segar",100.0,80.0,79.7,89.0,18.7,1.0,0.0,0.0,1.1,96.0,209.0,1.5,51.0,265.8,0.0,0.2,6.0,3.0,5.0,0.0,0.1,2.0,0.0,0
GP022,"Ikan mujahir, dendeng, mentah",100.0,100.0,15.2,582.0,68.3,15.2,37.2,0.0,14.1,3258.0,1699.0,4.3,,,,,15.0,,20.0,0.3,,,0.0,0
GR049,"Ikan nasu metti, segar",100.0,100.0,65.3,154.0,16.8,5.0,10.5,,2.4,80.0,244.0,1.6,421.0,488.0,0.2,1.2,,,,0.5,0.2,9.6,,0
GR050,"Ikan oci, kembung, segar",100.0,80.0,71.4,125.0,21.3,3.4,2.2,,1.7,136.0,69.0,0.8,214.0,245.0,0.2,1.1,,,,0.3,0.0,0.2,,0
GR051,"Ikan paling, segar",100.0,100.0,58.0,303.0,14.0,27.0,0.0,0.0,1.0,20.0,200.0,1.0,43.0,,,,485.0,0.0,,0.1,,,2.0,0
GP023,"Ikan Papuyu, bakar",100.0,100.0,66.6,152.0,17.6,6.1,6.7,0.0,3.0,244.0,227.0,3.4,320.0,224.0,0.2,1.0,,,,,,,,0
GR052,"Ikan papuyu/ betok, segar",100.0,100.0,75.0,120.0,14.3,4.9,4.6,0.0,1.2,329.0,436.0,1.5,240.0,169.0,0.8,1.1,,0.0,,0.0,0.1,3.1,,0
GP024,"Ikan Patin, bakar",100.0,100.0,70.3,144.0,17.5,6.3,4.3,,1.6,191.0,232.0,1.4,379.0,230.0,0.1,0.7,,,,,,,,0
GR053,"Ikan patin, segar",100.0,100.0,74.4,132.0,17.0,6.6,1.1,0.0,0.9,31.0,173.0,1.6,77.0,346.0,0.7,0.8,,7.0,,0.2,0.0,1.7,,0
GP025,"Ikan peda banjar, mentah",100.0,90.0,46.0,156.0,28.0,4.0,2.0,0.0,20.0,174.0,316.0,3.1,59.0,368.8,0.0,0.5,33.0,4.0,,0.1,0.1,4.7,,0
GP026,"Ikan pepetek, mentah",100.0,100.0,33.0,176.0,32.0,4.4,2.0,0.0,28.6,120.0,200.0,1.0,79.0,1.0,,,15.0,,,0.1,0.1,2.4,0.0,0
GP027,"Ikan Pindang banjar, mentah",100.0,100.0,59.0,157.0,28.0,4.2,1.8,0.0,7.0,50.0,100.0,1.0,,,,,45.0,,,0.1,,,0.0,0
GP028,"Ikan Pindang benggol, mentah",100.0,100.0,57.0,170.0,31.0,4.2,0.0,0.0,7.8,50.0,100.0,1.0,,,,,45.0,,,0.1,,,0.0,0
GP029,"Ikan Pindang layang, mentah",100.0,100.0,60.0,153.0,30.0,2.8,0.0,0.0,7.2,60.0,200.0,3.0,,,,,61.0,,,0.1,,,0.0,0
GP030,"Ikan Pindang selar, mentah",100.0,100.0,60.0,142.0,27.0,3.0,0.0,0.0,10.0,60.0,200.0,3.0,,,,,61.0,,,0.1,,,0.0,0
GR054,"Ikan pomo, segar",100.0,100.0,68.3,147.0,22.5,5.2,2.6,,1.4,80.0,230.0,1.3,,380.0,0.2,0.7,89.0,,,,,,,0
